OBJECTID,RecKey,SeqNo,RecType,GapStart,GapEnd,Gap,DateLoadedInDb,PrimaryKey,DBKey,GlobalID
3983475,COS05000_2020_MMS-085_1,19381,C,474,498,24,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{0C6247CE-7EBE-42C9-AB97-596CEFDF1C51}
3983476,COS05000_2020_MMS-085_1,19382,C,506,529,23,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{F991CCF4-A08D-4F9D-A6AD-EDE88A415BDF}
3983477,COS05000_2020_MMS-085_1,19383,C,632,655,23,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{7C3A7CF0-2A05-447A-8719-522BEBEBD630}
3983478,COS05000_2020_MMS-085_1,19384,C,687,720,33,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{EA647937-78FD-468E-B1AF-11B4A19849D9}
3983479,COS05000_2020_MMS-085_1,19385,C,780,808,28,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{6B91A5C4-FD5F-45C2-A5A4-D0057487B9DE}
3983480,COS05000_2020_MMS-085_1,19386,C,1016,1050,34,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{12F96902-FABA-42FF-8757-0910D3658BB5}
3983481,COS05000_2020_MMS-085_1,19387,C,1170,1198,28,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{7DB489EB-4A9A-447B-A13E-4AB77586C0BE}
3983482,COS05000_2020_MMS-085_1,19388,C,1215,1273,58,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{8BDFA8FE-DB1B-4F72-8F17-FDF1A1F2C9C5}
3983483,COS05000_2020_MMS-085_1,19389,C,1275,1303,28,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{DC712862-262B-416A-BF9D-5DC023C23609}
3983484,COS05000_2020_MMS-085_1,19390,C,1350,1379,29,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{5EE40229-D5E7-47FA-AEB1-BA5051263C20}
3983485,COS05000_2020_MMS-085_1,19391,C,1486,1521,35,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{74E43ACB-251C-4647-82CB-368657CD0673}
3983486,COS05000_2020_MMS-085_1,19392,C,1554,1624,70,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{F28BCDFB-7FAA-4511-A82A-8419CA9AF603}
3983487,COS05000_2020_MMS-085_1,19393,C,1639,1680,41,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{93A61C79-D6ED-4908-8684-6576102A8876}
3983488,COS05000_2020_MMS-085_1,19394,C,1685,1716,31,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{F3615EDA-4A96-4AEE-AA80-DBBFF3546537}
3983489,COS05000_2020_MMS-085_1,19395,C,1759,1810,51,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{AA6867AB-E939-417D-A0A4-7877D20BDE08}
3983490,COS05000_2020_MMS-085_1,19396,C,1812,1836,24,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{18C022BD-7266-439C-864B-BEC866C8F850}
3983491,COS05000_2020_MMS-085_1,19397,C,2097,2137,40,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,{C191C41F-812C-4CAE-87C7-9A31F0FEB0A2}
3983492,COS05000_2019_SS-250_1,19398,C,107,173,66,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{BABDF419-2A07-416E-86B6-9478DF9BDE66}
3983493,COS05000_2019_SS-250_1,19399,C,179,224,45,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{D8919416-0D73-434F-BADB-11CAAE1409AD}
3983494,COS05000_2019_SS-250_1,19400,C,243,313,70,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{409D6360-B8A7-4D38-A9B8-CE4960784D2A}
3983495,COS05000_2019_SS-250_1,19401,C,340,406,66,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{6374BF5F-4EF2-456F-BFD1-9DC35BDF3EB6}
3983496,COS05000_2019_SS-250_1,19402,C,422,544,122,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{F9EAEBE6-10AD-4C96-B0D9-03673C9966B6}
3983497,COS05000_2019_SS-250_1,19403,C,553,618,65,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{13E54765-0AAF-4D0E-BEA5-EE4BDCDFCB56}
3983498,COS05000_2019_SS-250_1,19404,C,696,776,80,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{5BF3D12C-DC8F-4E4A-8019-97F1EDF978DB}
3983499,COS05000_2019_SS-250_1,19405,C,793,855,62,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{0ACAF378-F135-4163-A1C8-41697DE54E83}
3983500,COS05000_2019_SS-250_1,19406,C,881,902,21,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{F3E3F9CD-35A5-47A0-81A0-0D11D79D674A}
3983501,COS05000_2019_SS-250_1,19407,C,925,950,25,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{3670AA77-6E1E-4D78-B651-5DDE3E7236BC}
3983502,COS05000_2019_SS-250_1,19408,C,1003,1031,28,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{1FB7ED20-985F-44AD-A369-C1B7D2E58FDE}
3983503,COS05000_2019_SS-250_3,19409,C,516,545,29,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{A1B5A33D-B4B2-40E3-AFD2-4A17204DEA41}
3983504,COS05000_2019_SS-250_3,19410,C,880,910,30,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{CFE55716-59FD-4F32-8544-1A90031D76CD}
3983505,COS05000_2019_SS-250_3,19411,C,912,1008,96,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{3FA78CE9-5BD0-42F4-B678-CF32A2B65FFD}
3983506,COS05000_2019_SS-250_3,19412,C,1126,1211,85,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{3C84D2D9-CA72-4A6F-AB44-ABA8CFD4A2C4}
3983507,COS05000_2019_SS-250_3,19413,C,1281,1314,33,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{14F6BB36-4041-46E1-910B-E271234A1382}
3983508,COS05000_2019_SS-250_3,19414,C,1340,1450,110,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{8F84FA42-A2F6-4F63-8226-AF46DAED02A2}
3983509,COS05000_2019_SS-250_3,19415,C,1554,1582,28,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{FEC6ED33-AE98-47A2-9A3B-20C00610F5EF}
3983510,COS05000_2019_SS-250_3,19416,C,1587,1637,50,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{DECE3552-9FA3-4FC1-BDF6-84DB30CA6566}
3983511,COS05000_2019_SS-250_3,19417,C,1928,1955,27,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{8689E1AF-42FB-48A4-8195-FEBA28B0BA6F}
3983512,COS05000_2019_SS-250_3,19418,C,2249,2305,56,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{8B7A4CBF-A3C3-47FE-BF1C-85639F313A41}
3983513,COS05000_2019_SS-250_3,19419,C,2480,2500,20,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{691B68AF-F16C-43B7-B21D-8EF1D59EF269}
3983514,COS05000_2019_SS-250_2,19420,C,51,71,20,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{909CCECC-20D5-4500-8DD7-86506CE5E782}
3983515,COS05000_2019_SS-250_2,19421,C,94,163,69,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{8234C31E-6EF7-42B2-8862-80B8148431D1}
3983516,COS05000_2019_SS-250_2,19422,C,186,234,48,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{3E3FCA76-473C-419B-AE43-C83D3F162BD8}
3983517,COS05000_2019_SS-250_2,19423,C,307,379,72,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{DDFD4EE7-8C59-463D-A907-239C5CD761FB}
3983518,COS05000_2019_SS-250_2,19424,C,393,429,36,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{3FA82412-3A64-44BB-A96F-882F7B326B1A}
3983519,COS05000_2019_SS-250_2,19425,C,646,674,28,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{AED9D019-3F59-482D-AEF3-F73825AEBB30}
3983520,COS05000_2019_SS-250_2,19426,C,738,771,33,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{D3B2D84F-1562-4F36-8560-BD46B2EFEB41}
3983521,COS05000_2019_SS-250_2,19427,C,777,799,22,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{A78C1152-7014-42F9-B7D1-E8FE1E80FD4B}
3983522,COS05000_2019_SS-250_2,19428,C,801,882,81,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{2D1D564D-BC40-4831-92D2-87A053A65195}
3983523,COS05000_2019_SS-250_2,19429,C,884,985,101,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{2589F0C5-F1E9-4045-A803-C6FA25A0191C}
3983524,COS05000_2019_SS-250_2,19430,C,987,1073,86,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{A88FC5CF-EA99-4B3D-ACAF-7F34298ACB6E}
3983525,COS05000_2019_SS-250_2,19431,C,1079,1119,40,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{DB2BFB56-9E18-428D-B156-47C2BCAF2F8B}
3983526,COS05000_2019_SS-250_2,19432,C,1183,1219,36,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{89DB28EC-0333-41CF-91A8-F23A15D7B420}
3983527,COS05000_2019_SS-250_2,19433,C,1249,1341,92,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{808528A6-3B42-4686-9284-A83B76ED308A}
3983528,COS05000_2019_SS-250_2,19434,C,1343,1410,67,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{A4128A53-107A-4087-8700-1AC79A02E115}
3983529,COS05000_2019_SS-250_2,19435,C,1476,1513,37,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{4B7415F5-7E5E-4C58-8E3F-EF161B47BDD8}
3983530,COS05000_2019_SS-250_2,19436,C,1570,1591,21,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{640BCB58-BB46-4060-89FB-E8DD7401F26E}
3983531,COS05000_2019_SS-250_2,19437,C,1604,1649,45,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{A64E7DC8-414A-46B6-9212-947454DF8C19}
3983532,COS05000_2019_SS-250_2,19438,C,1689,1738,49,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{65A5A842-1851-40B5-841B-C1D0EAE027FE}
3983533,COS05000_2019_SS-250_2,19439,C,1770,1794,24,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{6944A3DD-0EFA-4B74-94D8-C167AFEE1FCA}
3983534,COS05000_2019_SS-250_2,19440,C,1810,1846,36,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{F6D1707C-524B-481B-8AAB-A86651F02DE5}
3983535,COS05000_2019_SS-250_2,19441,C,1848,1885,37,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{AF72020B-FD20-42DC-AE80-C6B15E38D644}
3983536,COS05000_2019_SS-250_2,19442,C,1915,1966,51,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{D651CCF6-B62A-4A81-B084-5776A1325D8C}
3983537,COS05000_2019_SS-250_2,19443,C,2021,2051,30,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{BC4BAF7B-27D0-42A1-8398-D857B5DEB403}
3983538,COS05000_2019_SS-250_2,19444,C,2086,2145,59,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{DCBB16CF-5B50-447B-B296-D461877FFEE9}
3983539,COS05000_2019_SS-250_2,19445,C,2161,2198,37,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{40B0FD50-85B8-452F-BCAD-60EC7EBD0E62}
3983540,COS05000_2019_SS-250_2,19446,C,2217,2240,23,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{3F97ED8E-E2B8-4D05-A58A-845C7F2C9673}
3983541,COS05000_2019_SS-250_2,19447,C,2242,2263,21,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{797A7A0B-20CA-4288-ACE0-40A1D552C816}
3983542,COS05000_2019_SS-250_2,19448,C,2344,2390,46,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{AA5BDFF4-A343-4461-80DD-5B9EFFFF8E7B}
3983543,COS05000_2019_SS-250_2,19449,C,2439,2464,25,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,{DED34334-A8E0-4DB9-8F54-2E3008829393}
3985964,COS05000_2019_AS-002_1,21870,C,,,,2019-09-01,COS05000_2019_AS-0022019-09-01,CO2019RawCleaned.gdb,{2B64D176-C07F-4584-AFE0-4876B235543D}
3985965,COS05000_2019_AS-002_3,21871,C,,,,2019-09-01,COS05000_2019_AS-0022019-09-01,CO2019RawCleaned.gdb,{35FA279B-37A6-4C79-96B1-494B08642E78}
3985966,COS05000_2019_AS-002_2,21872,C,,,,2019-09-01,COS05000_2019_AS-0022019-09-01,CO2019RawCleaned.gdb,{5D564CAE-3BA1-4245-BAF6-49525DD860ED}
4128922,CO_UFO-2020_SD-357_V1_3,2828,C,2500,2477,23,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{5EE33044-5A20-4DBF-AB86-A1F55908F584}
4128923,CO_UFO-2020_SD-357_V1_3,2829,C,2470,2322,148,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{12DB5D7D-0D27-4530-BA92-C0FBEBA71B51}
4128924,CO_UFO-2020_SD-357_V1_3,2830,C,2307,2248,59,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{38CDDD07-C847-48F9-9B2D-5CAD89E7D5FC}
4128925,CO_UFO-2020_SD-357_V1_3,2831,C,2237,2210,27,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{E4B905D4-FB4F-46D9-87BB-79A23A8A5A28}
4128926,CO_UFO-2020_SD-357_V1_3,2832,C,2187,1998,189,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{A879BEC4-522C-49F8-AA3B-99707822FF77}
4128927,CO_UFO-2020_SD-357_V1_3,2833,C,1996,1950,46,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{0FBA4EA6-871E-4376-9463-8394B71C15C1}
4128928,CO_UFO-2020_SD-357_V1_3,2834,C,1849,1800,49,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{43C708DD-6C55-4D2F-B437-02F754E03993}
4128929,CO_UFO-2020_SD-357_V1_3,2835,C,1790,1753,37,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{B8D2DD1F-AB36-456B-8386-B70755BEB2E4}
4128930,CO_UFO-2020_SD-357_V1_3,2836,C,1749,1708,41,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{714C7946-E88F-4AF5-B5C7-ECEFAD217132}
4128931,CO_UFO-2020_SD-357_V1_3,2837,C,1676,1648,28,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{316C4FBD-8B04-4A76-9C12-454E97294CF4}
4128932,CO_UFO-2020_SD-357_V1_3,2838,C,1526,1502,24,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{8CE9E407-339C-4401-8DBD-DA10262DE982}
4128933,CO_UFO-2020_SD-357_V1_3,2839,C,1489,1457,32,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{D73CE9EC-54FC-485F-BB61-2F84FFEA6C15}
4128934,CO_UFO-2020_SD-357_V1_3,2840,C,1446,1351,95,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{E9675A22-17E4-4D57-83FE-23A7F9DD62E8}
4128935,CO_UFO-2020_SD-357_V1_3,2841,C,1348,1306,42,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{1AF23194-2042-4538-A1F9-AF9E0FE909FA}
4128936,CO_UFO-2020_SD-357_V1_3,2842,C,1304,1225,79,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{58D0BD72-2B9A-46D0-9B2C-EE84F90A6EEC}
4128937,CO_UFO-2020_SD-357_V1_3,2843,C,1223,1191,32,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{94CE1423-52AA-4401-A361-C06C2344EDDB}
4128938,CO_UFO-2020_SD-357_V1_3,2844,C,1189,1062,127,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{29781D58-7D0C-4BDF-B6F3-C843A524F7FE}
4128939,CO_UFO-2020_SD-357_V1_3,2845,C,1028,932,96,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{FA67A68C-D40B-425A-AD3D-071E5344E79A}
4128940,CO_UFO-2020_SD-357_V1_3,2846,C,927,901,26,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{1A50ED80-D02A-4223-8B83-14E5582B88E8}
4128941,CO_UFO-2020_SD-357_V1_3,2847,C,873,853,20,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{A214A5CC-96F3-4757-B5F7-AA16775049FE}
4128942,CO_UFO-2020_SD-357_V1_3,2848,C,836,785,51,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{ECE76164-AC94-478B-896E-68751B2CC1DE}
4128943,CO_UFO-2020_SD-357_V1_3,2849,C,742,671,71,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{30136C25-C12B-47AA-979C-7A84A4A400E3}
4128944,CO_UFO-2020_SD-357_V1_3,2850,C,667,636,31,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{23B494ED-06DA-450C-A99B-05FD40343E98}
4128945,CO_UFO-2020_SD-357_V1_3,2851,C,580,535,45,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{4374D9EF-0352-4FFE-8670-9D3E58D8F1F7}
4128946,CO_UFO-2020_SD-357_V1_3,2852,C,521,460,61,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{321DACAA-1CB1-4692-A5FC-E23155266132}
4128947,CO_UFO-2020_SD-357_V1_3,2853,C,458,397,61,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{071C2F3E-B157-43F7-8CB3-C4ECA0571BD5}
4128948,CO_UFO-2020_SD-357_V1_3,2854,C,391,371,20,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{EFBB21C2-0D0D-463C-88A0-43BFBDE0A107}
4128949,CO_UFO-2020_SD-357_V1_3,2855,C,366,293,73,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{B7888E76-8CA3-4EC2-BDFB-10733611F2B7}
4128950,CO_UFO-2020_SD-357_V1_3,2856,C,273,245,28,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{72868605-B303-454E-BBC9-4F5D21DD5AF1}
4128951,CO_UFO-2020_SD-357_V1_3,2857,C,217,185,32,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{6754FA9B-7349-4BA0-9D10-57328FBD9958}
4128952,CO_UFO-2020_SD-357_V1_3,2858,C,80,53,27,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{97360CAE-332A-4E0C-BDA3-B05C63C0B995}
4128953,CO_UFO-2020_SD-357_V1_3,2859,C,33,1,32,2020-09-01,CO_UFO-2020_SD-357_V12020-09-01,Raw123DataCO2020.gdb,{315FBABB-93CC-47C2-B684-87E9A538D7DB}
4128954,CO_UFO-2020_SS-257_V1_3,2860,C,57,147,90,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{0753AAA4-B022-405B-B843-A8ECEAC5B09E}
4128955,CO_UFO-2020_SS-257_V1_3,2861,C,149,355,206,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{D14756F1-8B02-4486-9538-014DCA7CF13A}
4128956,CO_UFO-2020_SS-257_V1_3,2862,C,364,1312,948,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{FE9E33A9-F9A4-4166-8D7B-31ABD6E366D0}
4128957,CO_UFO-2020_SS-257_V1_3,2863,C,1361,1650,289,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{373E61ED-0482-4B46-8C29-E6A5EFB66B94}
4128958,CO_UFO-2020_SS-257_V1_3,2864,C,1652,2007,355,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{353695FB-45EB-4FDA-9E43-38C9F5F41662}
4128959,CO_UFO-2020_SS-257_V1_3,2865,C,2039,2075,36,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{E5B82435-C6D2-48D4-8645-B9A05752B07A}
4128960,CO_UFO-2020_SS-257_V1_3,2866,C,2119,2224,105,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{D4561A3D-A096-4877-9F97-B8B49FAFEDC6}
4128961,CO_UFO-2020_SS-257_V1_3,2867,C,2276,2408,132,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{1F1E7BE2-A1FD-4CAA-A85C-01027EEA2D7E}
4128962,CO_UFO-2020_SS-257_V1_3,2868,C,2440,2500,60,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{D6D50107-466E-4D68-B1DA-5E16B070797E}
4128963,CO_UFO-2020_SS-257_V1_2,2869,C,0,300,300,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{E9B8CBE8-66D4-49A3-AE6A-C903AB6A877F}
4128964,CO_UFO-2020_SS-257_V1_2,2870,C,534,581,47,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{1CE86393-532D-4F3D-BEC7-88967C61CC6D}
4128965,CO_UFO-2020_SS-257_V1_2,2871,C,583,1131,548,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{AB920AB4-9650-4F61-BA68-09DB1DCA4576}
4128966,CO_UFO-2020_SS-257_V1_2,2872,C,1138,1493,355,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{8B7E25CA-7BE7-4482-AB76-6F026885A340}
4128967,CO_UFO-2020_SS-257_V1_2,2873,C,1514,1840,326,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{FE82927B-E979-4D81-A379-F4E77E8AABAF}
4128968,CO_UFO-2020_SS-257_V1_2,2874,C,1910,1943,33,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{C2DC5689-476B-45B5-B62E-3F7AFA265589}
4128969,CO_UFO-2020_SS-257_V1_2,2875,C,1974,2146,172,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{963E54C1-28D7-4E32-A3F2-B5886AF1FC31}
4128970,CO_UFO-2020_SS-257_V1_2,2876,C,2382,2500,118,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{8BBBEB3E-590F-458D-A6EC-80A2DAFC142D}
4128971,CO_UFO-2020_SS-257_V1_1,2877,C,472,654,182,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{3DE7F626-847E-41C8-AA17-BD40E9EDC65E}
4128972,CO_UFO-2020_SS-257_V1_1,2878,C,656,798,142,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{1046621D-5AE5-43C0-A3E9-BE07BA336DF1}
4128973,CO_UFO-2020_SS-257_V1_1,2879,C,800,884,84,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{1E44B6BB-0250-4DF4-8E9E-5E27CEA0CD38}
4128974,CO_UFO-2020_SS-257_V1_1,2880,C,897,1309,412,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{F4626168-320E-4D40-AA52-CD8DB9AE7CDC}
4128975,CO_UFO-2020_SS-257_V1_1,2881,C,1311,1754,443,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{E64EE318-58D4-499A-93CB-3E54FDB0319F}
4128976,CO_UFO-2020_SS-257_V1_1,2882,C,1886,2415,529,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{BFEE96C3-8278-4721-99DB-9248F336E0FE}
4128977,CO_UFO-2020_SS-257_V1_1,2883,C,2452,2500,48,2020-09-01,CO_UFO-2020_SS-257_V12020-09-01,Raw123DataCO2020.gdb,{4C70815F-C9C7-4C0F-9825-F234827CF236}
4128978,CO_UFO-2020_SD-367_V1_3,2884,C,2485,2347,138,2020-09-01,CO_UFO-2020_SD-367_V12020-09-01,Raw123DataCO2020.gdb,{FAA46287-AA75-4DEA-9BF9-16A335570AB7}
4128979,CO_UFO-2020_SD-367_V1_3,2885,C,2344,2198,146,2020-09-01,CO_UFO-2020_SD-367_V12020-09-01,Raw123DataCO2020.gdb,{55959DE6-856A-4C66-B8DB-65A4A7DD456D}
